"species","transect","frequency","comment"
"Banksia ericifolia","T53",30,""
"Banksia ericifolia","T50",30,""
"Banksia ericifolia","T1",9,""
"Banksia ericifolia","T45",8,""
"Banksia ericifolia","T30",26,""
"Banksia ericifolia","T23",1,""
"Banksia ericifolia","T10",23,""
"Banksia ericifolia","T60",0,""
"Banksia ericifolia","T7",23,""
"Banksia ericifolia","T12",14,""
"Banksia ericifolia","T59",1,""
"Banksia ericifolia","T38",30,""
"Banksia ericifolia","T43",29,""
"Banksia ericifolia","T6",28,""
"Banksia ericifolia","T47",25,""
"Banksia ericifolia","T28",17,""
"Banksia ericifolia","T32",28,""
"Banksia ericifolia","T5",17,""
"Banksia ericifolia","T19",3,""
"Banksia ericifolia","T3",10,""
"Banksia ericifolia","T18",24,""
"Banksia ericifolia","T49",26,""
"Banksia ericifolia","T13",0,""
"Banksia ericifolia","T57",0,""
"Banksia ericifolia","T20",29,""
"Banksia ericifolia","T33",5,""
"Banksia ericifolia","T8",27,""
"Banksia ericifolia","T48",13,""
"Banksia marginata","T44",0,""
"Banksia marginata","T34",0,""
"Banksia marginata","T31",0,""
"Banksia marginata","T24",0,""
"Banksia marginata","T6",0,""
"Banksia marginata","T26",0,""
"Banksia marginata","T41",1,""
"Banksia marginata","T22",0,""
"Banksia marginata","T46",0,""
"Banksia marginata","T4",0,""
"Banksia marginata","T15",0,""
"Banksia marginata","T9",0,""
"Banksia marginata","T29",0,""
"Banksia marginata","T36",0,""
"Banksia marginata","T2",0,""
"Banksia marginata","T45",0,""
"Banksia marginata","T25",0,""
"Banksia marginata","T3",0,""
"Banksia marginata","T40",0,""
"Banksia marginata","T60",0,""
"Banksia marginata","T49",0,""
"Banksia marginata","T17",0,""
"Banksia marginata","T19",0,""
"Banksia marginata","T53",0,""
"Banksia marginata","T12",0,""
"Banksia marginata","T21",0,""
"Banksia marginata","T14",0,""
"Banksia marginata","T11",0,""
"Banksia marginata","T16",0,""
"Banksia marginata","T5",0,""
"Banksia marginata","T43",0,""
"Banksia marginata","T30",0,""
"Banksia marginata","T10",0,""
"Banksia marginata","T32",0,""
"Banksia marginata","T39",0,""
"Banksia marginata","T20",0,""
"Banksia marginata","T42",0,""
"Banksia marginata","T50",0,""
"Banksia marginata","T27",0,""
"Banksia marginata","T7",0,""
"Banksia marginata","T59",0,""
"Banksia marginata","T37",0,""
"Banksia marginata","T35",0,""
"Banksia marginata","T1",0,""
"Banksia marginata","T47",0,""
"Banksia marginata","T48",0,""
"Banksia marginata","T28",0,""
"Banksia marginata","T57",0,""
"Banksia marginata","T8",0,""
"Banksia marginata","T13",0,""
"Banksia marginata","T18",0,""
"Banksia marginata","T33",0,""
"Banksia marginata","T38",0,""
"Banksia marginata","T23",0,""
"Banksia oblongifolia","T26",0,""
"Banksia oblongifolia","T34",0,""
"Banksia oblongifolia","T15",0,""
"Banksia oblongifolia","T36",15,""
"Banksia oblongifolia","T24",0,""
"Banksia oblongifolia","T29",0,""
"Banksia oblongifolia","T21",0,""
"Banksia oblongifolia","T22",12,""
"Banksia oblongifolia","T19",0,""
"Banksia oblongifolia","T44",1,""
"Banksia oblongifolia","T45",6,""
"Banksia oblongifolia","T31",4,""
"Banksia oblongifolia","T14",0,""
"Banksia oblongifolia","T53",1,""
"Banksia oblongifolia","T12",0,""
"Banksia oblongifolia","T35",0,""
"Banksia oblongifolia","T5",0,""
"Banksia oblongifolia","T25",0,""
"Banksia oblongifolia","T40",0,""
"Banksia oblongifolia","T10",0,""
"Banksia oblongifolia","T60",0,""
"Banksia oblongifolia","T39",11,""
"Banksia oblongifolia","T42",0,""
"Banksia oblongifolia","T17",12,""
"Banksia oblongifolia","T4",2,""
"Banksia oblongifolia","T9",7,""
"Banksia oblongifolia","T41",0,""
"Banksia oblongifolia","T6",18,""
"Banksia oblongifolia","T16",0,""
"Banksia oblongifolia","T43",0,""
"Banksia oblongifolia","T13",0,""
"Banksia oblongifolia","T30",0,""
"Banksia oblongifolia","T28",0,""
"Banksia oblongifolia","T32",3,""
"Banksia oblongifolia","T7",12,""
"Banksia oblongifolia","T46",0,""
"Banksia oblongifolia","T48",0,""
"Banksia oblongifolia","T2",10,""
"Banksia oblongifolia","T20",0,""
"Banksia oblongifolia","T27",1,""
"Banksia oblongifolia","T3",0,""
"Banksia oblongifolia","T11",0,""
"Banksia oblongifolia","T8",3,""
"Banksia oblongifolia","T38",3,""
"Banksia oblongifolia","T50",0,""
"Banksia oblongifolia","T37",0,""
"Banksia oblongifolia","T59",0,""
"Banksia oblongifolia","T49",0,""
"Banksia oblongifolia","T23",0,""
"Banksia oblongifolia","T18",0,""
"Banksia oblongifolia","T47",0,""
"Banksia oblongifolia","T1",0,""
"Banksia oblongifolia","T57",0,""
"Banksia oblongifolia","T33",0,""
"Banksia paludosa","T36",0,""
"Banksia paludosa","T34",0,""
"Banksia paludosa","T31",0,""
"Banksia paludosa","T39",0,""
"Banksia paludosa","T29",0,""
"Banksia paludosa","T53",0,""
"Banksia paludosa","T9",3,""
"Banksia paludosa","T45",0,""
"Banksia paludosa","T46",0,""
"Banksia paludosa","T26",0,""
"Banksia paludosa","T35",0,""
"Banksia paludosa","T60",0,""
"Banksia paludosa","T27",0,""
"Banksia paludosa","T19",0,""
"Banksia paludosa","T40",0,""
"Banksia paludosa","T44",3,""
"Banksia paludosa","T20",0,""
"Banksia paludosa","T25",0,""
"Banksia paludosa","T24",0,""
"Banksia paludosa","T16",0,""
"Banksia paludosa","T10",0,""
"Banksia paludosa","T15",0,""
"Banksia paludosa","T17",4,""
"Banksia paludosa","T37",0,""
"Banksia paludosa","T12",0,""
"Banksia paludosa","T4",0,""
"Banksia paludosa","T14",0,""
"Banksia paludosa","T42",0,""
"Banksia paludosa","T50",0,""
"Banksia paludosa","T1",0,""
"Banksia paludosa","T5",0,""
"Banksia paludosa","T30",0,""
"Banksia paludosa","T23",0,""
"Banksia paludosa","T32",0,""
"Banksia paludosa","T49",0,""
"Banksia paludosa","T22",0,""
"Banksia paludosa","T7",0,""
"Banksia paludosa","T11",0,""
"Banksia paludosa","T2",0,""
"Banksia paludosa","T21",0,""
"Banksia paludosa","T41",0,""
"Banksia paludosa","T47",0,""
"Banksia paludosa","T38",0,""
"Banksia paludosa","T43",0,""
"Banksia paludosa","T13",0,""
"Banksia paludosa","T28",0,""
"Banksia paludosa","T8",0,""
"Banksia paludosa","T18",0,""
"Banksia paludosa","T6",0,""
"Banksia paludosa","T59",1,""
"Banksia paludosa","T33",0,""
"Banksia paludosa","T3",0,""
"Banksia paludosa","T57",0,""
"Banksia paludosa","T48",0,""
"Banksia robur","T26",2,""
"Banksia robur","T46",3,""
"Banksia robur","T9",0,""
"Banksia robur","T15",23,""
"Banksia robur","T45",8,""
"Banksia robur","T36",0,""
"Banksia robur","T4",0,""
"Banksia robur","T49",5,""
"Banksia robur","T39",0,""
"Banksia robur","T44",0,""
"Banksia robur","T60",1,""
"Banksia robur","T2",0,""
"Banksia robur","T31",0,""
"Banksia robur","T34",5,""
"Banksia robur","T53",0,""
"Banksia robur","T50",0,""
"Banksia robur","T35",7,""
"Banksia robur","T25",0,""
"Banksia robur","T3",0,""
"Banksia robur","T30",0,""
"Banksia robur","T40",1,""
"Banksia robur","T22",0,""
"Banksia robur","T7",0,""
"Banksia robur","T19",10,""
"Banksia robur","T24",5,""
"Banksia robur","T27",0,""
"Banksia robur","T29",0,""
"Banksia robur","T41",0,""
"Banksia robur","T11",6,""
"Banksia robur","T16",3,""
"Banksia robur","T5",0,""
"Banksia robur","T43",0,""
"Banksia robur","T37",0,""
"Banksia robur","T28",2,""
"Banksia robur","T10",22,""
"Banksia robur","T32",0,""
"Banksia robur","T17",0,""
"Banksia robur","T42",8,""
"Banksia robur","T12",0,""
"Banksia robur","T20",0,""
"Banksia robur","T14",0,""
"Banksia robur","T59",0,""
"Banksia robur","T18",0,""
"Banksia robur","T8",0,""
"Banksia robur","T1",2,""
"Banksia robur","T47",0,""
"Banksia robur","T57",4,""
"Banksia robur","T48",0,""
"Banksia robur","T21",12,""
"Banksia robur","T6",0,""
"Banksia robur","T23",13,""
"Banksia robur","T38",0,""
"Banksia robur","T13",5,"Did not include dead resprout"
"Banksia robur","T33",0,""
"Bauera microphylla","T45",0,""
"Bauera microphylla","T15",0,""
"Bauera microphylla","T44",0,""
"Bauera microphylla","T26",4,""
"Bauera microphylla","T36",4,""
"Bauera microphylla","T24",1,""
"Bauera microphylla","T40",0,""
"Bauera microphylla","T35",0,""
"Bauera microphylla","T53",8,""
"Bauera microphylla","T46",0,""
"Bauera microphylla","T42",0,""
"Bauera microphylla","T60",0,""
"Bauera microphylla","T49",0,""
"Bauera microphylla","T14",0,""
"Bauera microphylla","T41",26,""
"Bauera microphylla","T2",0,""
"Bauera microphylla","T29",7,""
"Bauera microphylla","T5",1,""
"Bauera microphylla","T25",0,""
"Bauera microphylla","T28",13,""
"Bauera microphylla","T16",0,""
"Bauera microphylla","T32",2,""
"Bauera microphylla","T39",21,""
"Bauera microphylla","T34",0,""
"Bauera microphylla","T10",8,""
"Bauera microphylla","T4",30,""
"Bauera microphylla","T9",28,""
"Bauera microphylla","T21",0,""
"Bauera microphylla","T12",9,""
"Bauera microphylla","T50",1,""
"Bauera microphylla","T43",0,""
"Bauera microphylla","T13",0,""
"Bauera microphylla","T47",1,""
"Bauera microphylla","T8",8,""
"Bauera microphylla","T37",0,""
"Bauera microphylla","T22",23,""
"Bauera microphylla","T7",23,""
"Bauera microphylla","T19",0,""
"Bauera microphylla","T11",23,""
"Bauera microphylla","T31",0,""
"Bauera microphylla","T38",14,""
"Bauera microphylla","T6",23,""
"Bauera microphylla","T30",1,""
"Bauera microphylla","T20",28,""
"Bauera microphylla","T57",1,""
"Bauera microphylla","T3",0,""
"Bauera microphylla","T17",0,""
"Bauera microphylla","T59",2,""
"Bauera microphylla","T27",3,""
"Bauera microphylla","T18",0,""
"Bauera microphylla","T48",0,""
"Bauera microphylla","T23",0,""
"Bauera microphylla","T1",7,""
"Bauera microphylla","T33",12,""
"Bauera rubioides","T46",0,""
"Bauera rubioides","T36",0,""
"Bauera rubioides","T40",0,""
"Bauera rubioides","T9",0,""
"Bauera rubioides","T35",0,""
"Bauera rubioides","T42",0,""
"Bauera rubioides","T29",0,""
"Bauera rubioides","T50",0,""
"Bauera rubioides","T15",0,""
"Bauera rubioides","T60",0,""
"Bauera rubioides","T30",0,""
"Bauera rubioides","T10",0,""
"Bauera rubioides","T44",0,""
"Bauera rubioides","T14",1,""
"Bauera rubioides","T34",0,""
"Bauera rubioides","T24",0,""
"Bauera rubioides","T16",0,""
"Bauera rubioides","T20",0,""
"Bauera rubioides","T45",0,""
"Bauera rubioides","T23",0,""
"Bauera rubioides","T28",0,""
"Bauera rubioides","T49",0,""
"Bauera rubioides","T37",0,""
"Bauera rubioides","T17",0,""
"Bauera rubioides","T53",0,""
"Bauera rubioides","T26",0,""
"Bauera rubioides","T31",0,""
"Bauera rubioides","T21",0,""
"Bauera rubioides","T41",0,""
"Bauera rubioides","T11",0,""
"Bauera rubioides","T1",0,""
"Bauera rubioides","T43",0,""
"Bauera rubioides","T25",0,""
"Bauera rubioides","T47",0,""
"Bauera rubioides","T8",0,""
"Bauera rubioides","T4",0,""
"Bauera rubioides","T39",0,""
"Bauera rubioides","T12",0,""
"Bauera rubioides","T2",11,""
"Bauera rubioides","T48",0,""
"Bauera rubioides","T27",0,""
"Bauera rubioides","T3",0,""
"Bauera rubioides","T6",0,""
"Bauera rubioides","T57",0,""
"Bauera rubioides","T38",0,""
"Bauera rubioides","T22",0,""
"Bauera rubioides","T19",0,""
"Bauera rubioides","T33",0,""
"Bauera rubioides","T59",0,""
"Bauera rubioides","T18",0,""
"Bauera rubioides","T5",0,""
"Bauera rubioides","T7",0,""
"Bauera rubioides","T32",0,""
"Bauera rubioides","T13",0,""
"Baumea acuta","T40",0,""
"Baumea acuta","T29",26,""
"Baumea acuta","T60",0,""
"Baumea acuta","T9",0,""
"Baumea acuta","T50",0,""
"Baumea acuta","T15",1,""
"Baumea acuta","T35",0,""
"Baumea acuta","T28",0,""
"Baumea acuta","T46",0,""
"Baumea acuta","T49",0,""
"Baumea acuta","T37",0,""
"Baumea acuta","T53",0,""
"Baumea acuta","T34",0,""
"Baumea acuta","T48",5,""
"Baumea acuta","T14",0,""
"Baumea acuta","T41",0,""
"Baumea acuta","T16",0,""
"Baumea acuta","T27",0,""
"Baumea acuta","T20",0,""
"Baumea acuta","T45",0,""
"Baumea acuta","T30",1,""
"Baumea acuta","T10",4,""
"Baumea acuta","T47",0,""
"Baumea acuta","T32",0,""
"Baumea acuta","T42",0,""
"Baumea acuta","T26",0,""
"Baumea acuta","T44",0,""
"Baumea acuta","T31",0,""
"Baumea acuta","T36",0,""
"Baumea acuta","T11",0,""
"Baumea acuta","T1",0,""
"Baumea acuta","T59",8,""
"Baumea acuta","T3",0,""
"Baumea acuta","T23",0,""
"Baumea acuta","T8",0,""
"Baumea acuta","T2",0,""
"Baumea acuta","T57",0,""
"Baumea acuta","T19",0,""
"Baumea acuta","T39",0,""
"Baumea acuta","T18",0,""
"Baumea acuta","T4",0,""
"Baumea acuta","T5",0,""
"Baumea acuta","T6",0,""
"Baumea acuta","T12",0,""
"Baumea acuta","T33",2,""
"Baumea acuta","T25",0,""
"Baumea acuta","T21",0,""
"Baumea acuta","T24",0,""
"Baumea acuta","T22",0,""
"Baumea acuta","T13",0,""
"Baumea acuta","T17",0,""
"Baumea acuta","T43",0,""
"Baumea acuta","T7",0,""
"Baumea acuta","T38",0,""
"Baumea gunnii","T34",0,""
"Baumea gunnii","T35",0,""
"Baumea gunnii","T60",29,""
"Baumea gunnii","T28",0,""
"Baumea gunnii","T36",0,""
"Baumea gunnii","T39",0,""
"Baumea gunnii","T46",0,""
"Baumea gunnii","T20",0,""
"Baumea gunnii","T48",0,""
"Baumea gunnii","T45",0,""
"Baumea gunnii","T5",0,""
"Baumea gunnii","T49",0,""
"Baumea gunnii","T19",0,""
"Baumea gunnii","T50",0,""
"Baumea gunnii","T44",0,""
"Baumea gunnii","T29",0,""
"Baumea gunnii","T26",0,""
"Baumea gunnii","T37",0,""
"Baumea gunnii","T41",0,""
"Baumea gunnii","T33",0,""
"Baumea gunnii","T59",0,""
"Baumea gunnii","T30",0,""
"Baumea gunnii","T40",0,""
"Baumea gunnii","T15",0,""
"Baumea gunnii","T57",0,""
"Baumea gunnii","T47",0,""
"Baumea gunnii","T4",0,""
"Baumea gunnii","T24",0,""
"Baumea gunnii","T53",0,""
"Baumea gunnii","T14",0,""
"Baumea gunnii","T21",0,""
"Baumea gunnii","T18",0,""
"Baumea gunnii","T13",0,""
"Baumea gunnii","T38",0,""
"Baumea gunnii","T8",0,""
"Baumea gunnii","T10",0,""
"Baumea gunnii","T27",0,""
"Baumea gunnii","T9",0,""
"Baumea gunnii","T32",0,""
"Baumea gunnii","T22",0,""
"Baumea gunnii","T16",0,""
"Baumea gunnii","T1",0,""
"Baumea gunnii","T2",0,""
"Baumea gunnii","T31",0,""
"Baumea gunnii","T23",0,""
"Baumea gunnii","T42",0,""
"Baumea gunnii","T12",0,""
"Baumea gunnii","T25",0,""
"Baumea gunnii","T17",0,""
"Baumea gunnii","T11",0,""
"Baumea gunnii","T7",0,""
"Baumea gunnii","T6",0,""
"Baumea gunnii","T3",0,""
"Baumea gunnii","T43",0,""
"Baumea rubiginosa","T39",0,""
"Baumea rubiginosa","T60",26,""
"Baumea rubiginosa","T9",0,""
"Baumea rubiginosa","T20",0,""
"Baumea rubiginosa","T30",0,""
"Baumea rubiginosa","T26",6,"No flowers, but opting for this as the leaves are flattened in cross section"
"Baumea rubiginosa","T5",0,""
"Baumea rubiginosa","T33",0,""
"Baumea rubiginosa","T49",0,""
"Baumea rubiginosa","T38",0,""
"Baumea rubiginosa","T25",0,""
"Baumea rubiginosa","T18",0,""
"Baumea rubiginosa","T23",13,""
"Baumea rubiginosa","T4",0,""
"Baumea rubiginosa","T7",0,""
"Baumea rubiginosa","T35",0,""
"Baumea rubiginosa","T34",0,""
"Baumea rubiginosa","T6",0,""
"Baumea rubiginosa","T31",0,""
"Baumea rubiginosa","T24",0,""
"Baumea rubiginosa","T13",0,""
"Baumea rubiginosa","T53",0,""
"Baumea rubiginosa","T10",9,""
"Baumea rubiginosa","T59",0,""
"Baumea rubiginosa","T48",0,""
"Baumea rubiginosa","T19",0,""
"Baumea rubiginosa","T32",0,""
"Baumea rubiginosa","T50",0,""
"Baumea rubiginosa","T14",0,""
"Baumea rubiginosa","T29",0,""
"Baumea rubiginosa","T44",0,""
"Baumea rubiginosa","T11",0,""
"Baumea rubiginosa","T21",0,""
"Baumea rubiginosa","T46",0,""
"Baumea rubiginosa","T3",0,""
"Baumea rubiginosa","T8",0,""
"Baumea rubiginosa","T15",9,""
"Baumea rubiginosa","T40",2,""
"Baumea rubiginosa","T45",0,""
"Baumea rubiginosa","T12",4,""
"Baumea rubiginosa","T17",0,""
"Baumea rubiginosa","T22",0,""
"Baumea rubiginosa","T47",0,""
"Baumea rubiginosa","T57",0,""
"Baumea rubiginosa","T37",0,""
"Baumea rubiginosa","T1",0,""
"Baumea rubiginosa","T16",0,""
"Baumea rubiginosa","T41",0,""
"Baumea rubiginosa","T36",0,""
"Baumea rubiginosa","T28",0,""
"Baumea rubiginosa","T43",0,""
"Baumea rubiginosa","T42",0,""
"Baumea rubiginosa","T2",0,""
"Baumea rubiginosa","T27",0,""
"Baumea teretifolia","T45",0,""
"Baumea teretifolia","T8",0,""
"Baumea teretifolia","T33",0,""
"Baumea teretifolia","T44",0,""
"Baumea teretifolia","T14",0,""
"Baumea teretifolia","T34",2,""
"Baumea teretifolia","T9",0,""
"Baumea teretifolia","T1",2,""
"Baumea teretifolia","T29",0,""
"Baumea teretifolia","T4",0,""
"Baumea teretifolia","T43",0,""
"Baumea teretifolia","T59",0,""
"Baumea teretifolia","T28",0,""
"Baumea teretifolia","T13",25,""
"Baumea teretifolia","T18",0,""
"Baumea teretifolia","T15",30,""
"Baumea teretifolia","T12",29,""
"Baumea teretifolia","T27",0,""
"Baumea teretifolia","T2",0,""
"Baumea teretifolia","T17",0,""
"Baumea teretifolia","T60",0,""
"Baumea teretifolia","T46",7,""
"Baumea teretifolia","T21",28,""
"Baumea teretifolia","T19",1,""
"Baumea teretifolia","T39",1,""
"Baumea teretifolia","T16",21,""
"Baumea teretifolia","T6",0,""
"Baumea teretifolia","T40",29,""
"Baumea teretifolia","T42",0,""
"Baumea teretifolia","T38",0,""
"Baumea teretifolia","T35",28,""
"Baumea teretifolia","T10",0,""
"Baumea teretifolia","T5",1,""
"Baumea teretifolia","T7",0,""
"Baumea teretifolia","T32",1,""
"Baumea teretifolia","T57",6,""
"Baumea teretifolia","T49",3,""
"Baumea teretifolia","T24",11,""
"Baumea teretifolia","T53",0,""
"Baumea teretifolia","T23",16,""
"Baumea teretifolia","T48",0,""
"Baumea teretifolia","T3",0,""
"Baumea teretifolia","T20",0,""
"Baumea teretifolia","T37",0,""
"Baumea teretifolia","T50",0,""
"Baumea teretifolia","T47",0,""
"Baumea teretifolia","T41",0,""
"Baumea teretifolia","T22",0,""
"Baumea teretifolia","T25",0,""
"Baumea teretifolia","T26",0,""
"Baumea teretifolia","T31",0,""
"Baumea teretifolia","T11",0,""
"Baumea teretifolia","T30",0,""
"Baumea teretifolia","T36",0,""
"Billardiera scandens","T57",0,""
"Billardiera scandens","T49",0,""
"Billardiera scandens","T23",0,""
"Billardiera scandens","T59",0,""
"Billardiera scandens","T34",0,""
"Billardiera scandens","T39",0,""
"Billardiera scandens","T19",0,""
"Billardiera scandens","T35",0,""
"Billardiera scandens","T43",0,""
"Billardiera scandens","T33",0,""
"Billardiera scandens","T48",0,""
"Billardiera scandens","T29",0,""
"Billardiera scandens","T50",0,""
"Billardiera scandens","T42",0,""
"Billardiera scandens","T14",0,""
"Billardiera scandens","T38",0,""
"Billardiera scandens","T21",0,""
"Billardiera scandens","T8",0,""
"Billardiera scandens","T36",0,""
"Billardiera scandens","T20",0,""
"Billardiera scandens","T7",0,""
"Billardiera scandens","T37",1,""
"Billardiera scandens","T47",0,""
"Billardiera scandens","T22",0,""
"Billardiera scandens","T17",0,""
"Billardiera scandens","T60",0,""
"Billardiera scandens","T44",0,""
"Billardiera scandens","T9",0,""
"Billardiera scandens","T41",0,""
"Billardiera scandens","T13",0,""
"Billardiera scandens","T18",2,""
"Billardiera scandens","T28",0,""
"Billardiera scandens","T2",0,""
"Billardiera scandens","T5",0,""
"Billardiera scandens","T40",0,""
"Billardiera scandens","T45",0,""
"Billardiera scandens","T1",0,""
"Billardiera scandens","T53",0,""
"Billardiera scandens","T4",0,""
"Billardiera scandens","T24",0,""
"Billardiera scandens","T3",0,""
"Billardiera scandens","T30",0,""
"Billardiera scandens","T46",0,""
"Billardiera scandens","T31",0,""
"Billardiera scandens","T32",0,""
"Billardiera scandens","T16",0,""
"Billardiera scandens","T6",0,""
"Billardiera scandens","T12",0,""
"Billardiera scandens","T11",0,""
"Billardiera scandens","T25",0,""
"Billardiera scandens","T15",0,""
"Billardiera scandens","T27",0,""
"Billardiera scandens","T10",0,""
"Billardiera scandens","T26",1,""
"Blandfordia nobilis","T2",0,""
"Blandfordia nobilis","T43",0,""
"Blandfordia nobilis","T8",0,""
"Blandfordia nobilis","T59",0,""
"Blandfordia nobilis","T47",0,""
"Blandfordia nobilis","T13",3,""
"Blandfordia nobilis","T27",0,""
"Blandfordia nobilis","T60",0,""
"Blandfordia nobilis","T46",0,""
"Blandfordia nobilis","T45",0,""
"Blandfordia nobilis","T32",0,""
"Blandfordia nobilis","T14",0,""
"Blandfordia nobilis","T22",0,""
"Blandfordia nobilis","T24",0,""
"Blandfordia nobilis","T9",12,""
"Blandfordia nobilis","T41",0,""
"Blandfordia nobilis","T49",0,""
"Blandfordia nobilis","T33",2,""
"Blandfordia nobilis","T23",0,""
"Blandfordia nobilis","T3",0,""
"Blandfordia nobilis","T48",0,""
"Blandfordia nobilis","T57",0,""
"Blandfordia nobilis","T37",0,""
"Blandfordia nobilis","T30",0,""
"Blandfordia nobilis","T42",0,""
"Blandfordia nobilis","T12",0,""
"Blandfordia nobilis","T34",0,""
"Blandfordia nobilis","T19",0,""
"Blandfordia nobilis","T44",0,""
"Blandfordia nobilis","T21",0,""
"Blandfordia nobilis","T26",0,""
"Blandfordia nobilis","T31",0,""
"Blandfordia nobilis","T18",0,""
"Blandfordia nobilis","T28",0,""
"Blandfordia nobilis","T50",1,""
"Blandfordia nobilis","T35",0,""
"Blandfordia nobilis","T7",4,""
"Blandfordia nobilis","T17",0,""
"Blandfordia nobilis","T10",0,""
"Blandfordia nobilis","T6",2,""
"Blandfordia nobilis","T39",0,""
"Blandfordia nobilis","T4",3,""
"Blandfordia nobilis","T36",0,""
